ID;FLG_DEF_6M;Macro Area;Settore
50855;0;Centro ;Artigianato e piccole imprese
50856;1;Centro ;Imprese private
50857;0;Centro ;Imprese private
50858;0;Centro ;Imprese private
50859;0;Centro ;Imprese private
50860;0;Centro ;Artigianato e piccole imprese
50861;0;Centro ;Imprese private
50862;0;Centro ;Imprese private
50863;0;Centro ;Imprese private
50864;0;Centro ;Artigianato e piccole imprese
50865;0;Centro ;Imprese private
50866;0;Centro ;Imprese private
50867;0;Centro ;Artigianato e piccole imprese
50868;0;Centro ;Imprese private
50869;0;Centro ;Imprese private
50870;1;Centro ;Imprese private
50871;0;Centro ;Imprese private
50872;0;Centro ;Artigianato e piccole imprese
50873;0;Centro ;Imprese private
50874;0;Centro ;Imprese private
50875;0;Centro ;Artigianato e piccole imprese
50876;0;Centro ;Imprese private
50877;0;Centro ;Artigianato e piccole imprese
50878;0;Centro ;Imprese private
50879;0;Centro ;Artigianato e piccole imprese
50880;0;Centro ;Artigianato e piccole imprese
50881;0;Centro ;Imprese private
50882;0;Centro ;Artigianato e piccole imprese
50883;0;Centro ;Artigianato e piccole imprese
50884;0;Centro ;Artigianato e piccole imprese
50885;0;Centro ;Artigianato e piccole imprese
50886;0;Centro ;Imprese private
50887;0;Centro ;Imprese private
50888;0;Sud & Isole;Imprese private
50889;0;Centro ;Imprese private
50890;0;Centro ;Artigianato e piccole imprese
50891;0;Sud & Isole;Imprese private
50892;0;Sud & Isole;Imprese private
50893;0;Centro ;Artigianato e piccole imprese
50894;0;Centro ;Imprese private
50896;0;Centro ;Artigianato e piccole imprese
50897;0;Centro ;Imprese private
50898;0;Centro ;Imprese private
50899;0;Centro ;Artigianato e piccole imprese
50900;0;Centro ;Artigianato e piccole imprese
50901;0;Centro ;Artigianato e piccole imprese
50902;0;Centro ;Artigianato e piccole imprese
50903;0;Centro ;Imprese private
50904;0;Centro ;Imprese private
50905;0;Centro ;Artigianato e piccole imprese
50906;1;Centro ;Imprese private
50907;0;Sud & Isole;Artigianato e piccole imprese
50908;0;Sud & Isole;Artigianato e piccole imprese
50909;0;Centro ;Imprese private
50910;1;Sud & Isole;Imprese private
50911;0;Sud & Isole;Imprese private
50912;0;Centro ;Artigianato e piccole imprese
50913;0;Nord;Imprese private
50914;0;Centro ;Imprese private
50915;0;Centro ;Imprese private
50916;0;Sud & Isole;Imprese private
50917;0;Centro ;Imprese private
50918;0;Nord;Imprese private
50919;0;Sud & Isole;Imprese private
50920;0;Centro ;Imprese private
50921;0;Nord;Imprese private
50922;0;Nord;Imprese private
50923;1;Centro ;Imprese private
50924;0;Centro ;Imprese private
50925;0;Sud & Isole;Imprese private
50926;0;Centro ;Imprese private
50927;0;Centro ;Imprese private
50928;0;Centro ;Imprese private
50929;0;Centro ;Imprese private
50930;1;Sud & Isole;Imprese private
50931;0;Nord;Imprese private
50932;0;Sud & Isole;Imprese private
50933;0;Nord;Artigianato e piccole imprese
50934;0;Nord;Imprese private
50935;1;Centro ;Imprese private
50936;0;Nord;Imprese private
50937;1;Centro ;Imprese private
50938;1;Nord;Imprese private
50939;0;Nord;Imprese private
50940;0;Sud & Isole;Imprese private
50941;0;Sud & Isole;Imprese private
50942;0;Centro ;Imprese private
50943;0;Centro ;Imprese private
50944;0;Centro ;Artigianato e piccole imprese
50945;0;Centro ;Imprese private
50946;0;Centro ;Imprese private
50947;0;Nord;Artigianato e piccole imprese
50948;1;Centro ;Imprese private
50949;0;Centro ;Imprese private
50950;0;Sud & Isole;Artigianato e piccole imprese
50951;0;Centro ;Imprese private
50952;0;Centro ;Imprese private
50953;0;Centro ;Imprese private
50954;0;Nord;Imprese private
50955;0;Centro ;Imprese private
50956;1;Nord;Imprese private
50957;0;Centro ;Imprese private
50958;1;Centro ;Imprese private
50959;0;Sud & Isole;Imprese private
50960;0;Centro ;Imprese private
50961;0;Nord;Imprese private
50962;1;Nord;Imprese private
50963;0;Nord;Imprese private
50964;0;Centro ;Imprese private
50965;0;Centro ;Artigianato e piccole imprese
50966;0;Sud & Isole;Imprese private
50967;1;Centro ;Imprese private
50968;1;Nord;Imprese private
50969;0;Sud & Isole;Artigianato e piccole imprese
50970;1;Nord;Imprese private
50971;0;Centro ;Imprese private
50972;0;Centro ;Imprese private
50973;0;Centro ;Imprese private
50974;0;Sud & Isole;Imprese private
50975;0;Nord;Imprese private
50976;0;Sud & Isole;Imprese private
50977;0;Nord;Imprese private
50978;0;Centro ;Imprese private
50979;0;Nord;Artigianato e piccole imprese
50980;0;Sud & Isole;Artigianato e piccole imprese
50981;0;Nord;Imprese private
50982;0;Centro ;Imprese private
50983;0;Sud & Isole;Imprese private
50984;1;Nord;Imprese private
50985;0;Sud & Isole;Imprese private
50986;0;Centro ;Imprese private
50987;0;Sud & Isole;Artigianato e piccole imprese
50988;0;Nord;Imprese private
50989;0;Centro ;Imprese private
50990;0;Nord;Imprese private
50991;1;Nord;Imprese private
50992;0;Centro ;Artigianato e piccole imprese
50993;1;Nord;Imprese private
50994;0;Sud & Isole;Artigianato e piccole imprese
50995;1;Sud & Isole;Imprese private
50996;0;Centro ;Artigianato e piccole imprese
50997;1;Centro ;Imprese private
50998;0;Sud & Isole;Imprese private
50999;0;Nord;Imprese private
51000;0;Centro ;Artigianato e piccole imprese
51001;0;Centro ;Imprese private
51002;0;Nord;Imprese private
51003;0;Centro ;Imprese private
51004;1;Sud & Isole;Imprese private
51005;1;Nord;Imprese private
51006;0;Sud & Isole;Imprese private
51007;0;Sud & Isole;Imprese private
51008;0;Nord;Imprese private
51009;0;Sud & Isole;Imprese private
51010;0;Centro ;Imprese private
51011;1;Sud & Isole;Imprese private
51012;1;Sud & Isole;Imprese private
51013;0;Centro ;Imprese private
51014;0;Centro ;Imprese private
51015;1;Nord;Imprese private
51016;1;Centro ;Imprese private
51017;0;Nord;Imprese private
51018;0;Centro ;Imprese private
51019;0;Centro ;Imprese private
51020;1;Nord;Imprese private
51021;0;Nord;Imprese private
51022;0;Centro ;Imprese private
51023;0;Centro ;Imprese private
51024;0;Centro ;Imprese private
51025;0;Nord;Artigianato e piccole imprese
51026;0;Centro ;Artigianato e piccole imprese
51027;0;Centro ;Imprese private
51028;0;Sud & Isole;Imprese private
51029;0;Nord;Imprese private
51030;0;Nord;Imprese private
51031;0;Centro ;Imprese private
51032;0;Nord;Imprese private
51033;0;Centro ;Artigianato e piccole imprese
51034;1;Nord;Imprese private
51035;0;Nord;Imprese private
51036;1;Nord;Imprese private
51037;0;Nord;Imprese private
51038;0;Centro ;Artigianato e piccole imprese
51039;0;Centro ;Imprese private
51040;0;Sud & Isole;Imprese private
51041;0;Nord;Imprese private
51042;1;Nord;Imprese private
51043;0;Nord;Imprese private
51044;1;Nord;Imprese private
51045;1;Sud & Isole;Imprese private
51046;0;Sud & Isole;Imprese private
51047;0;Sud & Isole;Imprese private
51048;0;Centro ;Imprese private
51049;0;Centro ;Imprese private
51050;0;Centro ;Imprese private
51051;0;Sud & Isole;Imprese private
51052;0;Centro ;Imprese private
51053;0;Nord;Imprese private
51054;0;Sud & Isole;Imprese private
51055;0;Nord;Imprese private
51056;0;Sud & Isole;Imprese private
51057;0;Nord;Imprese private
51058;0;Sud & Isole;Imprese private
51059;0;Sud & Isole;Imprese private
51060;1;Nord;Imprese private
51061;0;Sud & Isole;Artigianato e piccole imprese
51062;0;Centro ;Artigianato e piccole imprese
51063;0;Nord;Imprese private
51064;0;Sud & Isole;Imprese private
51065;0;Nord;Imprese private
51066;0;Nord;Imprese private
51067;0;Nord;Imprese private
51068;1;Centro ;Imprese private
51069;0;Centro ;Imprese private
51070;0;Sud & Isole;Imprese private
51071;0;Sud & Isole;Imprese private
51072;0;Sud & Isole;Imprese private
51073;0;Centro ;Imprese private
51074;0;Centro ;Imprese private
51075;0;Centro ;Imprese private
51076;0;Sud & Isole;Imprese private
51077;0;Nord;Imprese private
51078;0;Centro ;Imprese private
51079;0;Nord;Imprese private
51080;1;Nord;Imprese private
51081;0;Nord;Imprese private
51082;0;Centro ;Imprese private
51083;0;Centro ;Imprese private
51084;0;Nord;Artigianato e piccole imprese
51085;0;Centro ;Imprese private
51086;1;Centro ;Imprese private
51087;0;Centro ;Artigianato e piccole imprese
51088;0;Nord;Imprese private
51089;1;Sud & Isole;Imprese private
51090;1;Sud & Isole;Artigianato e piccole imprese
51091;0;Centro ;Imprese private
51092;0;Nord;Artigianato e piccole imprese
51093;1;Centro ;Artigianato e piccole imprese
51094;0;Nord;Imprese private
51095;0;Centro ;Imprese private
51096;0;Nord;Imprese private
51097;0;Centro ;Artigianato e piccole imprese
51098;0;Sud & Isole;Imprese private
51099;0;Centro ;Imprese private
51100;1;Nord;Imprese private
51101;0;Centro ;Artigianato e piccole imprese
51102;0;Nord;Imprese private
51103;0;Sud & Isole;Imprese private
51104;0;Centro ;Imprese private
51105;0;Sud & Isole;Imprese private
51106;1;Centro ;Imprese private
51107;0;Centro ;Artigianato e piccole imprese
51108;0;Centro ;Imprese private
51109;0;Centro ;Artigianato e piccole imprese
51110;0;Centro ;Imprese private
51111;0;Sud & Isole;Imprese private
51112;0;Sud & Isole;Imprese private
51113;0;Nord;Imprese private
51114;0;Nord;Imprese private
51115;1;Sud & Isole;Imprese private
51116;0;Sud & Isole;Imprese private
51117;0;Sud & Isole;Imprese private
51118;0;Nord;Imprese private
51119;0;Nord;Imprese private
51120;0;Sud & Isole;Imprese private
51121;0;Centro ;Imprese private
51122;1;Centro ;Imprese private
51123;0;Nord;Imprese private
51124;0;Nord;Imprese private
51125;0;Centro ;Imprese private
51126;0;Nord;Imprese private
51127;1;Sud & Isole;Imprese private
51128;0;Nord;Imprese private
51129;0;Centro ;Imprese private
51130;1;Centro ;Imprese private
51131;1;Centro ;Imprese private
51132;0;Nord;Imprese private
51133;0;Nord;Imprese private
51134;0;Centro ;Imprese private
51135;0;Sud & Isole;Imprese private
51136;1;Sud & Isole;Imprese private
51137;0;Nord;Imprese private
51138;0;Centro ;Artigianato e piccole imprese
51139;0;Centro ;Imprese private
51140;0;Sud & Isole;Imprese private
51141;1;Centro ;Imprese private
51142;1;Sud & Isole;Imprese private
51143;0;Sud & Isole;Imprese private
51144;0;Nord;Imprese private
51145;0;Centro ;Imprese private
51146;0;Centro ;Imprese private
51147;0;Centro ;Imprese private
51148;0;Centro ;Imprese private
51149;0;Sud & Isole;Imprese private
51150;0;Centro ;Imprese private
51151;0;Sud & Isole;Imprese private
51152;0;Sud & Isole;Imprese private
51153;0;Centro ;Imprese private
51154;0;Sud & Isole;Imprese private
51155;0;Nord;Artigianato e piccole imprese
51156;0;Sud & Isole;Imprese private
51157;0;Centro ;Artigianato e piccole imprese
51158;1;Centro ;Imprese private
51159;0;Nord;Imprese private
51160;0;Centro ;Imprese private
51161;0;Nord;Imprese private
51162;0;Nord;Imprese private
51163;1;Nord;Imprese private
51164;0;Nord;Imprese private
51165;0;Centro ;Imprese private
51166;0;Centro ;Imprese private
51167;0;Centro ;Imprese private
51168;1;Centro ;Imprese private
51169;0;Sud & Isole;Imprese private
51170;0;Sud & Isole;Imprese private
51171;0;Nord;Imprese private
51172;0;Centro ;Imprese private
51173;1;Sud & Isole;Imprese private
51174;1;Nord;Imprese private
51175;0;Nord;Imprese private
51176;0;Sud & Isole;Imprese private
51177;0;Centro ;Imprese private
51178;0;Nord;Imprese private
51179;0;Nord;Imprese private
51180;0;Sud & Isole;Imprese private
51181;0;Nord;Artigianato e piccole imprese
51182;0;Centro ;Imprese private
51183;0;Nord;Imprese private
51184;0;Nord;Imprese private
51185;0;Centro ;Imprese private
51186;1;Nord;Imprese private
51187;0;Nord;Imprese private
51188;1;Nord;Imprese private
51189;0;Sud & Isole;Imprese private
51190;0;Sud & Isole;Imprese private
51191;0;Sud & Isole;Imprese private
51192;0;Sud & Isole;Imprese private
51193;0;Sud & Isole;Artigianato e piccole imprese
51194;0;Centro ;Imprese private
51195;0;Centro ;Artigianato e piccole imprese
51196;0;Centro ;Artigianato e piccole imprese
51197;0;Nord;Imprese private
51198;0;Sud & Isole;Imprese private
51199;0;Nord;Imprese private
51200;0;Nord;Imprese private
51201;1;Sud & Isole;Imprese private
51202;1;Nord;Imprese private
51203;0;Nord;Artigianato e piccole imprese
51204;0;Nord;Imprese private
51205;0;Nord;Imprese private
51206;0;Nord;Artigianato e piccole imprese
51207;0;Nord;Imprese private
51208;0;Sud & Isole;Imprese private
51209;0;Sud & Isole;Imprese private
51210;0;Nord;Artigianato e piccole imprese
51211;0;Sud & Isole;Imprese private
51212;0;Centro ;Imprese private
51213;0;Nord;Imprese private
51214;1;Centro ;Imprese private
51215;0;Nord;Imprese private
51216;0;Centro ;Imprese private
51217;1;Sud & Isole;Imprese private
51218;0;Centro ;Imprese private
51219;0;Nord;Imprese private
51220;0;Nord;Imprese private
51221;0;Nord;Imprese private
51222;0;Nord;Imprese private
51223;1;Nord;Imprese private
51224;0;Centro ;Imprese private
51225;0;Nord;Imprese private
51226;0;Centro ;Imprese private
51227;0;Nord;Imprese private
51228;0;Centro ;Artigianato e piccole imprese
51229;1;Centro ;Imprese private
51230;0;Nord;Imprese private
51231;0;Sud & Isole;Imprese private
51232;1;Sud & Isole;Imprese private
51233;0;Sud & Isole;Imprese private
51234;0;Nord;Imprese private
51235;1;Sud & Isole;Imprese private
51236;0;Nord;Imprese private
51237;0;Centro ;Artigianato e piccole imprese
51238;0;Nord;Finanzarie
51239;0;Nord;Imprese private
51240;1;Sud & Isole;Imprese private
51241;0;Centro ;Imprese private
51242;1;Centro ;Imprese private
51243;0;Centro ;Imprese private
51244;0;Centro ;Imprese private
51245;0;Sud & Isole;Imprese private
51246;0;Sud & Isole;Imprese private
51247;0;Sud & Isole;Imprese private
51248;0;Centro ;Artigianato e piccole imprese
51249;0;Centro ;Imprese private
51250;0;Nord;Imprese private
51251;0;Centro ;Imprese private
51252;0;Centro ;Imprese private
51253;0;Sud & Isole;Imprese private
51254;1;Centro ;Imprese private
51255;0;Sud & Isole;Imprese private
51256;0;Sud & Isole;Imprese private
51257;0;Sud & Isole;Imprese private
51258;0;Centro ;Imprese private
51259;0;Centro ;Imprese private
51260;1;Nord;Imprese private
51261;0;Sud & Isole;Imprese private
51262;0;Sud & Isole;Imprese private
51263;0;Sud & Isole;Imprese private
51264;1;Centro ;Artigianato e piccole imprese
51265;0;Sud & Isole;Imprese private
51266;0;Centro ;Imprese private
51267;1;Centro ;Imprese private
51268;1;Sud & Isole;Imprese private
51269;0;Centro ;Imprese private
51270;0;Sud & Isole;Imprese private
51271;1;Nord;Imprese private
51272;0;Nord;Artigianato e piccole imprese
51273;0;Centro ;Imprese private
51274;0;Centro ;Imprese private
51275;1;Nord;Imprese private
51276;0;Nord;Imprese private
51277;0;Nord;Imprese private
51278;0;Nord;Imprese private
51279;0;Nord;Imprese private
51280;0;Centro ;Imprese private
51281;1;Centro ;Imprese private
51282;0;Centro ;Artigianato e piccole imprese
51283;0;Sud & Isole;Imprese private
51284;0;Nord;Imprese private
51285;0;Sud & Isole;Imprese private
51286;0;Centro ;Imprese private
51287;0;Nord;Artigianato e piccole imprese
51288;0;Centro ;Imprese private
51289;1;Sud & Isole;Imprese private
51290;1;Nord;Imprese private
51291;0;Centro ;Imprese private
51292;0;Nord;Imprese private
51293;0;Sud & Isole;Imprese private
51294;0;Centro ;Artigianato e piccole imprese
51295;0;Centro ;Artigianato e piccole imprese
51296;0;Nord;Imprese private
51297;0;Nord;Imprese private
51298;0;Centro ;Imprese private
51299;1;Nord;Artigianato e piccole imprese
51300;1;Centro ;Imprese private
51301;1;Sud & Isole;Imprese private
51302;0;Centro ;Imprese private
51303;0;Centro ;Imprese private
51304;0;Nord;Artigianato e piccole imprese
51305;0;Centro ;Imprese private
51306;0;Sud & Isole;Imprese private
51307;0;Sud & Isole;Imprese private
51308;1;Sud & Isole;Imprese private
51309;0;Nord;Imprese private
51310;0;Centro ;Imprese private
51311;0;Centro ;Imprese private
51312;0;Centro ;Artigianato e piccole imprese
51313;0;Sud & Isole;Artigianato e piccole imprese
51314;0;Nord;Artigianato e piccole imprese
51315;0;Sud & Isole;Imprese private
51316;1;Centro ;Imprese private
51317;0;Nord;Imprese private
51318;0;Sud & Isole;Imprese private
51319;0;Sud & Isole;Imprese private
51320;0;Centro ;Imprese private
51321;0;Nord;Artigianato e piccole imprese
51322;0;Centro ;Imprese private
51323;0;Nord;Imprese private
51324;1;Nord;Imprese private
51325;0;Nord;Imprese private
51326;0;Centro ;Artigianato e piccole imprese
51327;1;Centro ;Imprese private
51328;0;Sud & Isole;Imprese private
51329;0;Sud & Isole;Imprese private
51330;0;Centro ;Imprese private
51331;0;Centro ;Imprese private
51332;1;Sud & Isole;Imprese private
51333;0;Nord;Artigianato e piccole imprese
51334;0;Sud & Isole;Imprese private
51335;0;Nord;Imprese private
51336;0;Sud & Isole;Imprese private
51337;1;Centro ;Imprese private
51338;1;Nord;Imprese private
51339;0;Sud & Isole;Imprese private
51340;0;Centro ;Imprese private
51341;1;Sud & Isole;Imprese private
51342;0;Nord;Imprese private
51343;1;Sud & Isole;Imprese private
51344;0;Centro ;Imprese private
51345;1;Sud & Isole;Imprese private
51346;0;Centro ;Imprese private
51347;0;Nord;Imprese private
51348;1;Sud & Isole;Imprese private
51349;0;Sud & Isole;Imprese private
51350;0;Centro ;Imprese private
51351;0;Nord;Imprese private
51352;0;Centro ;Artigianato e piccole imprese
51353;0;Sud & Isole;Artigianato e piccole imprese
51354;0;Centro ;Imprese private
51355;1;Sud & Isole;Imprese private
51356;0;Nord;Imprese private
51357;0;Nord;Imprese private
51358;0;Centro ;Imprese private
51359;1;Centro ;Imprese private
51360;0;Nord;Imprese private
51361;0;Centro ;Imprese private
51362;0;Centro ;Imprese private
51363;0;Nord;Imprese private
51364;0;Nord;Imprese private
51365;0;Sud & Isole;Imprese private
51366;0;Nord;Imprese private
51367;0;Sud & Isole;Imprese private
51368;0;Centro ;Imprese private
51369;0;Centro ;Imprese private
51370;0;Centro ;Imprese private
51371;0;Sud & Isole;Imprese private
51372;1;Centro ;Imprese private
51373;0;Centro ;Imprese private
51374;0;Sud & Isole;Imprese private
51375;0;Sud & Isole;Imprese private
51376;0;Centro ;Imprese private
51377;0;Nord;Imprese private
51378;0;Sud & Isole;Imprese private
51379;0;Nord;Artigianato e piccole imprese
51380;0;Nord;Imprese private
51381;0;Nord;Imprese private
51382;0;Nord;Imprese private
51383;0;Centro ;Imprese private
51384;0;Centro ;Artigianato e piccole imprese
51385;1;Centro ;Imprese private
51386;0;Centro ;Imprese private
51387;0;Nord;Imprese private
51388;0;Nord;Imprese private
51389;0;Centro ;Imprese private
51390;0;Centro ;Imprese private
51391;0;Sud & Isole;Imprese private
51392;1;Centro ;Imprese private
51393;0;Nord;Imprese private
51394;0;Centro ;Imprese private
51395;0;Centro ;Artigianato e piccole imprese
51396;0;Centro ;Artigianato e piccole imprese
51397;1;Centro ;Imprese private
51398;0;Centro ;Imprese private
51399;1;Centro ;Artigianato e piccole imprese
51400;0;Centro ;Artigianato e piccole imprese
51401;0;Nord;Artigianato e piccole imprese
51402;1;Centro ;Artigianato e piccole imprese
51403;0;Nord;Imprese private
51404;0;Nord;Imprese private
51405;0;Centro ;Imprese private
51406;0;Centro ;Imprese private
51407;0;Sud & Isole;Imprese private
51408;0;Centro ;Artigianato e piccole imprese
51409;1;Centro ;Artigianato e piccole imprese
51410;0;Sud & Isole;Imprese private
51411;0;Centro ;Imprese private
51412;0;Sud & Isole;Artigianato e piccole imprese
51413;0;Centro ;Imprese private
51414;0;Sud & Isole;Artigianato e piccole imprese
51415;0;Sud & Isole;Artigianato e piccole imprese
51416;0;Nord;Imprese private
51417;0;Centro ;Imprese private
51418;0;Nord;NGO e altro
51419;0;Sud & Isole;Imprese private
51420;0;Centro ;Imprese private
51421;0;Nord;Artigianato e piccole imprese
51422;0;Centro ;Artigianato e piccole imprese
51423;0;Nord;Artigianato e piccole imprese
51424;0;Nord;Imprese private
51425;0;Centro ;Artigianato e piccole imprese
51426;0;Nord;Artigianato e piccole imprese
51427;0;Centro ;Imprese private
51428;0;Nord;Imprese private
51429;0;Nord;Imprese private
51430;0;Nord;Artigianato e piccole imprese
51431;0;Centro ;Imprese private
51432;0;Centro ;Imprese private
51433;0;Nord;Artigianato e piccole imprese
51434;1;Sud & Isole;Imprese private
51435;0;Sud & Isole;Imprese private
51436;0;Centro ;Imprese private
51437;0;Nord;Imprese private
51438;0;Centro ;Imprese private
51439;0;Nord;Imprese private
51440;1;Nord;Imprese private
51441;1;Sud & Isole;Imprese private
51442;0;Nord;Imprese private
51443;0;Nord;Imprese private
51444;0;Centro ;Imprese private
51445;0;Sud & Isole;Artigianato e piccole imprese
51446;0;Centro ;Artigianato e piccole imprese
51447;0;Centro ;Imprese private
51448;0;Nord;Artigianato e piccole imprese
51449;0;Centro ;Artigianato e piccole imprese
51450;0;Nord;Imprese private
51451;1;Nord;Imprese private
51452;0;Nord;Imprese private
51453;0;Centro ;Artigianato e piccole imprese
51454;0;Sud & Isole;Imprese private
51455;1;Nord;Imprese private
51456;0;Nord;Imprese private
51457;1;Nord;Artigianato e piccole imprese
51458;0;Nord;Artigianato e piccole imprese
51459;0;Centro ;Imprese private
51460;1;Nord;Imprese private
51461;0;Centro ;Imprese private
51462;0;Sud & Isole;Imprese private
51463;1;Centro ;Imprese private
51464;0;Nord;Imprese private
51465;0;Nord;Imprese private
51466;1;Sud & Isole;Imprese private
51467;0;Nord;Imprese private
51468;0;Nord;Imprese private
51469;0;Centro ;Artigianato e piccole imprese
51470;0;Sud & Isole;Imprese private
51471;0;Centro ;Imprese private
51472;1;Sud & Isole;Imprese private
51473;1;Sud & Isole;Artigianato e piccole imprese
51474;0;Nord;Imprese private
51476;1;Nord;Imprese private
51477;0;Sud & Isole;Imprese private
51478;0;Sud & Isole;Imprese private
51479;0;Sud & Isole;Imprese private
51480;0;Nord;Imprese private
51481;0;Sud & Isole;Artigianato e piccole imprese
51482;0;Centro ;Imprese private
51483;0;Sud & Isole;Imprese private
51484;0;Sud & Isole;Artigianato e piccole imprese
51485;0;Centro ;Imprese private
51486;0;Centro ;Imprese private
51487;0;Sud & Isole;Imprese private
51488;0;Nord;Imprese private
51489;1;Centro ;Imprese private
51490;0;Centro ;Imprese private
51491;0;Sud & Isole;Imprese private
51492;0;Centro ;Artigianato e piccole imprese
51493;0;Centro ;Artigianato e piccole imprese
51494;0;Sud & Isole;Imprese private
51495;0;Centro ;Imprese private
51496;0;Nord;Imprese private
51497;0;Nord;Imprese private
51498;0;Centro ;Imprese private
51499;0;Nord;Artigianato e piccole imprese
51500;0;Nord;Artigianato e piccole imprese
51501;1;Centro ;Imprese private
51502;0;Centro ;Imprese private
51503;0;Centro ;Imprese private
51504;0;Nord;Imprese private
51505;1;Sud & Isole;Imprese private
51506;1;Sud & Isole;Imprese private
51507;0;Nord;Artigianato e piccole imprese
51508;0;Nord;Imprese private
51509;0;Sud & Isole;Imprese private
51510;0;Nord;Imprese private
51511;1;Centro ;Imprese private
51512;0;Centro ;Imprese private
51513;0;Centro ;Imprese private
51514;0;Centro ;Imprese private
51515;1;Centro ;Imprese private
51516;0;Nord;Imprese private
51517;0;Sud & Isole;Imprese private
51518;0;Sud & Isole;Artigianato e piccole imprese
51519;0;Centro ;Imprese private
51520;1;Nord;Artigianato e piccole imprese
51521;0;Nord;Imprese private
51522;0;Nord;Artigianato e piccole imprese
51523;0;Nord;Imprese private
51524;0;Nord;Imprese private
51525;1;Centro ;Imprese private
51526;0;Centro ;Imprese private
51527;0;Sud & Isole;Imprese private
51528;0;Nord;Imprese private
51529;0;Nord;Imprese private
51530;0;Nord;Imprese private
51531;0;Centro ;Imprese private
51532;1;Centro ;Imprese private
51533;0;Sud & Isole;Imprese private
51534;0;Centro ;Imprese private
51535;1;Sud & Isole;Imprese private
51536;0;Nord;Imprese private
51537;1;Sud & Isole;Imprese private
51538;1;Centro ;Imprese private
51539;0;Sud & Isole;Imprese private
51540;0;Sud & Isole;Imprese private
51541;0;Sud & Isole;Imprese private
51542;0;Nord;Imprese private
51543;0;Centro ;Imprese private
51544;0;Nord;Imprese private
51545;0;Nord;Imprese private
51546;0;Centro ;Imprese private
51547;0;Nord;Artigianato e piccole imprese
51548;0;Centro ;Imprese private
51549;1;Nord;Imprese private
51550;0;Centro ;Imprese private
51551;1;Nord;Imprese private
51552;0;Nord;Imprese private
51553;1;Sud & Isole;Imprese private
51554;1;Nord;Imprese private
51555;0;Sud & Isole;Imprese private
51556;0;Centro ;Imprese private
51557;0;Nord;Imprese private
51558;0;Centro ;Artigianato e piccole imprese
51559;0;Sud & Isole;Artigianato e piccole imprese
51560;0;Sud & Isole;Imprese private
51561;0;Nord;Imprese private
51562;1;Centro ;Imprese private
51563;0;Nord;Imprese private
51564;0;Centro ;Imprese private
51565;0;Nord;Imprese private
51566;0;Centro ;Artigianato e piccole imprese
51567;0;Nord;Imprese private
51568;1;Nord;Artigianato e piccole imprese
51569;0;Sud & Isole;Imprese private
51570;1;Sud & Isole;Imprese private
51571;0;Centro ;Imprese private
51572;0;Centro ;Artigianato e piccole imprese
51573;0;Centro ;Imprese private
51574;1;Centro ;Imprese private
51575;0;Sud & Isole;Imprese private
51576;0;Sud & Isole;Imprese private
51577;0;Nord;Imprese private
51578;0;Centro ;Artigianato e piccole imprese
51579;1;Sud & Isole;Imprese private
51580;1;Nord;Imprese private
51581;0;Centro ;Imprese private
51582;0;Sud & Isole;Imprese private
51583;0;Sud & Isole;Imprese private
51584;0;Centro ;Imprese private
51585;0;Centro ;Imprese private
51586;0;Centro ;Artigianato e piccole imprese
51587;0;Sud & Isole;Artigianato e piccole imprese
51588;0;Nord;Imprese private
51589;0;Nord;Imprese private
51590;0;Sud & Isole;Imprese private
51591;0;Sud & Isole;Imprese private
51592;0;Sud & Isole;Imprese private
51593;0;Centro ;Imprese private
51594;0;Nord;Imprese private
51595;0;Nord;Imprese private
51596;1;Nord;Imprese private
51597;1;Sud & Isole;Imprese private
51598;1;Nord;Imprese private
51599;1;Nord;Imprese private
51600;0;Nord;Imprese private
51601;0;Nord;Imprese private
51602;0;Centro ;Imprese private
51603;0;Sud & Isole;Imprese private
51604;0;Nord;Finanzarie
51605;0;Centro ;Imprese private
51606;0;Sud & Isole;Imprese private
51607;0;Nord;Imprese private
51608;0;Sud & Isole;Imprese private
51609;0;Centro ;Imprese private
51610;1;Centro ;Imprese private
51611;1;Nord;Imprese private
51612;0;Nord;Artigianato e piccole imprese
51613;0;Centro ;Imprese private
51614;0;Centro ;Artigianato e piccole imprese
51615;1;Centro ;Imprese private
51616;0;Centro ;Imprese private
51617;0;Nord;Imprese private
51618;1;Centro ;Imprese private
51619;1;Nord;Imprese private
51620;1;Centro ;Imprese private
51621;0;Centro ;Imprese private
51622;0;Centro ;Artigianato e piccole imprese
51623;1;Centro ;Imprese private
51624;0;Nord;Imprese private
51625;0;Nord;Artigianato e piccole imprese
51626;0;Nord;Imprese private
51627;0;Nord;Imprese private
51628;1;Sud & Isole;Imprese private
51629;0;Sud & Isole;Imprese private
51630;0;Nord;Imprese private
51631;0;Sud & Isole;Imprese private
51632;0;Sud & Isole;Imprese private
51633;0;Centro ;Imprese private
51634;1;Centro ;Imprese private
51635;0;Sud & Isole;Imprese private
51636;1;Centro ;Artigianato e piccole imprese
51637;0;Centro ;Imprese private
51638;0;Nord;Imprese private
51639;0;Centro ;Imprese private
51640;0;Nord;Imprese private
51641;0;Nord;Imprese private
51642;1;Sud & Isole;Imprese private
51643;0;Centro ;Imprese private
51644;1;Sud & Isole;Imprese private
51645;0;Sud & Isole;Imprese private
51646;0;Centro ;Imprese private
51647;0;Centro ;Imprese private
51648;0;Nord;Imprese private
51649;0;Nord;Imprese private
